,codigo_curso,curso,codigo_estabelecimento,estabelecimento,escola,regime_pos_laboral,regime_noturno,total_candidatos,total_colocados
0,9841,Reabilitação Psicomotora,1510,Universidade de Lisboa,Faculdade de Motricidade Humana,0,0,326,49
1,9813,Medicina,901,Universidade Nova de Lisboa,Faculdade de Ciências Médicas,0,0,1055,232
2,9204,"Línguas, Literaturas e Culturas",902,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0,0,417,75
3,9554,Ciências da Nutrição,901,Universidade Nova de Lisboa,Faculdade de Ciências Médicas,0,0,124,20
4,9991,Gestão,3117,Instituto Politécnico de Lisboa,Instituto Superior de Contabilidade e Administração de Lisboa,1,0,445,88
5,9123,Engenharia Mecânica,3118,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,0,0,357,104
6,L213,Engenharia Física Aplicada,3118,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,0,0,47,9
7,9853,Educação Básica,3052,Instituto Politécnico de Castelo Branco,Escola Superior de Educação de Castelo Branco,0,0,182,35
8,L085,Tecnologias e Gestão Municipal,3118,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,0,0,89,23
9,9485,Secretariado,3052,Instituto Politécnico de Castelo Branco,Escola Superior de Educação de Castelo Branco,0,0,71,10
10,9707,Ciências do Desporto,1510,Universidade de Lisboa,Faculdade de Motricidade Humana,0,0,388,171
11,9751,Engenharia Mecatrónica,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,37,12
12,L066,Imagem Médica e Radioterapia,3013,Universidade de Aveiro,Escola Superior de Saúde de Aveiro,0,0,227,25
13,9563,Desporto,3081,Universidade do Algarve,Escola Superior de Educação e Comunicação,0,0,249,41
14,L091,Segurança do Trabalho e Ambiente,3138,Instituto Politécnico do Porto,Escola Superior de Tecnologia e Gestão,0,0,66,20
15,9504,Fisioterapia,3013,Universidade de Aveiro,Escola Superior de Saúde de Aveiro,0,0,444,40
16,L138,Design de Produto e Tecnologia,3014,Universidade de Aveiro,"Escola Superior de Design, Gestão e Tecnologia da Produção de Aveiro-Norte",0,0,222,38
17,9089,Engenharia Civil,3118,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,0,0,179,41
18,9109,Engenharia Eletrotécnica,3118,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,0,0,189,36
19,8002,Línguas e Culturas Estrangeiras,3131,Instituto Politécnico do Porto,Escola Superior de Educação,0,0,294,57
20,9752,Enologia,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,55,7
21,9707,Ciências do Desporto,1204,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências da Vida e do Ambiente,0,0,532,126
22,8264,Artes Visuais e Tecnologias Artísticas,3131,Instituto Politécnico do Porto,Escola Superior de Educação,0,0,176,28
23,9853,Educação Básica,3131,Instituto Politécnico do Porto,Escola Superior de Educação,0,0,513,79
24,9476,Finanças Empresariais,3117,Instituto Politécnico de Lisboa,Instituto Superior de Contabilidade e Administração de Lisboa,0,0,457,55
25,8156,Gestão de Atividades Turísticas,3034,Instituto Politécnico do Cávado e do Ave,Escola Superior de Hotelaria e Turismo,0,0,185,44
26,9540,Bioengenharia,1204,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências da Vida e do Ambiente,0,0,80,19
27,9242,Solicitadoria,3117,Instituto Politécnico de Lisboa,Instituto Superior de Contabilidade e Administração de Lisboa,0,0,454,55
28,9240,Sociologia,902,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0,0,502,58
29,9760,Física e Química,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,9,0
30,9847,Medicina Veterinária,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,450,57
31,9455,Engenharia Biomédica,3118,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,0,0,127,26
32,9084,Educação Social,3131,Instituto Politécnico do Porto,Escola Superior de Educação,0,0,423,54
33,9006,Arqueologia,902,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0,0,160,28
34,9252,Tradução,902,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0,0,389,63
35,L117,Matemática Aplicada à Tecnologia e à Empresa,3118,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,0,0,154,29
36,9139,Filosofia,902,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0,0,167,27
37,9046,Ciências Musicais,902,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0,0,110,43
38,9147,Gestão,3117,Instituto Politécnico de Lisboa,Instituto Superior de Contabilidade e Administração de Lisboa,0,0,936,107
39,9850,Desporto e Atividade Física,3052,Instituto Politécnico de Castelo Branco,Escola Superior de Educação de Castelo Branco,0,0,210,54
40,9210,Matemática Aplicada à Economia e à Gestão,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,97,21
41,L035,Comércio e Negócios Internacionais,3117,Instituto Politécnico de Lisboa,Instituto Superior de Contabilidade e Administração de Lisboa,1,0,257,58
42,9147,Gestão,3082,Universidade do Algarve,"Escola Superior de Gestão, Hotelaria e Turismo",0,0,427,77
43,9870,Contabilidade e Administração,3117,Instituto Politécnico de Lisboa,Instituto Superior de Contabilidade e Administração de Lisboa,1,0,366,100
44,9494,Ciências Farmacêuticas,1505,Universidade de Lisboa,Faculdade de Farmácia,0,0,772,215
45,9045,Ciências Empresariais,3138,Instituto Politécnico do Porto,Escola Superior de Tecnologia e Gestão,0,0,488,41
46,9040,Ciências da Linguagem,902,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0,0,178,20
47,9448,Antropologia,902,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0,0,239,43
48,L140,Gestão Pública,3012,Universidade de Aveiro,Escola Superior de Tecnologia e Gestão de Águeda,0,0,131,19
49,9807,Tradução e Interpretação em Língua Gestual Portuguesa,3131,Instituto Politécnico do Porto,Escola Superior de Educação,0,0,77,22
50,9548,Medicina Dentária,1508,Universidade de Lisboa,Faculdade de Medicina Dentária,0,0,496,70
51,9879,Educação Social,3131,Instituto Politécnico do Porto,Escola Superior de Educação,1,0,87,30
52,9012,Biologia e Geologia,1204,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências da Vida e do Ambiente,0,0,103,9
53,9121,Engenharia Informática e de Computadores,3118,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,0,0,675,132
54,L119,"Engenharia Informática, Redes e Telecomunicações",3118,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,0,0,323,36
55,9890,Terapia da Fala,3013,Universidade de Aveiro,Escola Superior de Saúde de Aveiro,0,0,171,24
56,9254,Turismo,3082,Universidade do Algarve,"Escola Superior de Gestão, Hotelaria e Turismo",0,0,205,65
57,A006,Economia (ensino em Inglês),1517,Universidade de Lisboa,Instituto Superior de Economia e Gestão,0,0,365,30
58,8015,Solicitadoria,3117,Instituto Politécnico de Lisboa,Instituto Superior de Contabilidade e Administração de Lisboa,1,0,196,51
59,8288,Sistemas de Informação para Gestão,3138,Instituto Politécnico do Porto,Escola Superior de Tecnologia e Gestão,0,0,73,22
60,9148,Gestão,3082,Universidade do Algarve,"Escola Superior de Gestão, Hotelaria e Turismo",0,1,88,26
61,9500,Enfermagem,3013,Universidade de Aveiro,Escola Superior de Saúde de Aveiro,0,0,634,82
62,9147,Gestão,1517,Universidade de Lisboa,Instituto Superior de Economia e Gestão,0,0,1530,137
63,9209,Matemática,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,67,12
64,9889,Finanças Empresariais,3117,Instituto Politécnico de Lisboa,Instituto Superior de Contabilidade e Administração de Lisboa,1,0,294,46
65,9108,Engenharia Eletrónica e Telecomunicações e de Computadores,3118,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,0,0,142,35
66,9143,Geografia,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,146,30
67,L194,Eletrónica e Mecânica Industrial,3012,Universidade de Aveiro,Escola Superior de Tecnologia e Gestão de Águeda,0,0,155,35
68,9068,Dança,1510,Universidade de Lisboa,Faculdade de Motricidade Humana,0,0,29,20
69,9012,Biologia e Geologia,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,91,15
70,9126,Engenharia Química e Biológica,3118,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,0,0,99,17
71,9554,Ciências da Nutrição,1204,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências da Vida e do Ambiente,0,0,210,42
72,9070,Design de Comunicação,3081,Universidade do Algarve,Escola Superior de Educação e Comunicação,0,0,129,39
73,9818,Ciência e Tecnologia Animal,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,83,29
74,9351,Ciências Biomédicas,1204,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências da Vida e do Ambiente,0,0,316,38
75,9910,Engenharia de Energias Renováveis,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,15,2
76,9011,Biologia,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,206,36
77,9173,Gestão Hoteleira,3082,Universidade do Algarve,"Escola Superior de Gestão, Hotelaria e Turismo",0,0,195,50
78,9181,História,902,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0,0,428,45
79,8109,Sociologia,902,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,1,0,126,21
80,9878,Educação Musical,3131,Instituto Politécnico do Porto,Escola Superior de Educação,0,0,22,20
81,9015,Bioquímica,1204,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências da Vida e do Ambiente,0,0,239,51
82,8337,Imagem Animada,3081,Universidade do Algarve,Escola Superior de Educação e Comunicação,0,0,105,37
83,L040,Educação e Formação,1513,Universidade de Lisboa,Instituto de Educação,0,0,461,73
84,A001,Gestão (ensino em Inglês),1517,Universidade de Lisboa,Instituto Superior de Economia e Gestão,0,0,459,60
85,9084,Educação Social,3081,Universidade do Algarve,Escola Superior de Educação e Comunicação,0,0,151,35
86,L272,Tecnologias para a Educação STEAM,3131,Instituto Politécnico do Porto,Escola Superior de Educação,0,0,21,14
87,9210,Matemática Aplicada à Economia e à Gestão,1517,Universidade de Lisboa,Instituto Superior de Economia e Gestão,0,0,419,60
88,9023,Ciências da Comunicação,902,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0,0,874,96
89,9235,Secretariado e Comunicação Empresarial,3012,Universidade de Aveiro,Escola Superior de Tecnologia e Gestão de Águeda,0,0,141,25
90,L030,Gestão Industrial e Logística,3138,Instituto Politécnico do Porto,Escola Superior de Tecnologia e Gestão,0,0,210,20
91,9563,Desporto,3131,Instituto Politécnico do Porto,Escola Superior de Educação,0,0,231,25
92,9853,Educação Básica,3081,Universidade do Algarve,Escola Superior de Educação e Comunicação,0,0,145,33
93,9058,Contabilidade e Administração,3117,Instituto Politécnico de Lisboa,Instituto Superior de Contabilidade e Administração de Lisboa,0,0,704,122
94,L246,Gestão do Património Cultural,3131,Instituto Politécnico do Porto,Escola Superior de Educação,0,0,142,45
95,9145,Geografia e Planeamento Regional,902,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0,0,317,58
96,8405,Gestão da Qualidade,3012,Universidade de Aveiro,Escola Superior de Tecnologia e Gestão de Águeda,0,0,122,24
97,9011,Biologia,1204,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências da Vida e do Ambiente,0,0,268,35
98,8015,Solicitadoria,3138,Instituto Politécnico do Porto,Escola Superior de Tecnologia e Gestão,1,0,73,20
99,9182,História da Arte,902,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0,0,308,41
100,9917,Estudos Portugueses,902,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0,0,103,23
101,8398,Segurança Informática em Redes de Computadores,3138,Instituto Politécnico do Porto,Escola Superior de Tecnologia e Gestão,0,0,111,22
102,9076,Direção e Gestão Hoteleira,1321,Universidade da Madeira,Escola Superior de Tecnologias e Gestão,0,0,97,37
103,9813,Medicina,1108,Universidade do Porto,Faculdade de Medicina,0,0,1229,283
104,9205,Marketing,3082,Universidade do Algarve,"Escola Superior de Gestão, Hotelaria e Turismo",0,0,387,33
105,9119,Engenharia Informática,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,261,61
106,L307,Saúde Digital e Inovação Biomédica,1108,Universidade do Porto,Faculdade de Medicina,0,0,284,35
107,9015,Bioquímica,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,140,26
108,9003,Agronomia,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,84,22
109,9379,Ciências do Ambiente,1204,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências da Vida e do Ambiente,0,0,72,11
110,9761,Genética e Biotecnologia,1204,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências da Vida e do Ambiente,0,0,312,52
111,L299,Automação e Sistemas de Produção,3014,Universidade de Aveiro,"Escola Superior de Design, Gestão e Tecnologia da Produção de Aveiro-Norte",0,0,114,22
112,8097,Ciências Empresariais,3138,Instituto Politécnico do Porto,Escola Superior de Tecnologia e Gestão,1,0,76,21
113,9791,Prótese Dentária,1508,Universidade de Lisboa,Faculdade de Medicina Dentária,0,0,155,27
114,9173,Gestão Hoteleira,3034,Instituto Politécnico do Cávado e do Ave,Escola Superior de Hotelaria e Turismo,0,0,230,33
115,9238,Serviço Social,3052,Instituto Politécnico de Castelo Branco,Escola Superior de Educação de Castelo Branco,0,0,189,61
116,L090,Ecologia e Ambiente,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,20,0
117,L052,Engenharia Informática e Multimédia,3118,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,0,0,429,88
118,9023,Ciências da Comunicação,3081,Universidade do Algarve,Escola Superior de Educação e Comunicação,0,0,290,41
119,L346,Engenharia Informática Aplicada,3012,Universidade de Aveiro,Escola Superior de Tecnologia e Gestão de Águeda,0,0,138,27
120,9016,Biotecnologia,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,128,25
121,9162,Gestão do Desporto,1510,Universidade de Lisboa,Faculdade de Motricidade Humana,0,0,262,31
122,9081,Economia,1517,Universidade de Lisboa,Instituto Superior de Economia e Gestão,0,0,1262,132
123,L021,Gestão Comercial,3012,Universidade de Aveiro,Escola Superior de Tecnologia e Gestão de Águeda,0,0,207,30
124,8262,Biologia Humana,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,142,25
125,9556,Higiene Oral,1508,Universidade de Lisboa,Faculdade de Medicina Dentária,0,0,171,44
126,8341,Gestão de Atividades Turísticas,3034,Instituto Politécnico do Cávado e do Ave,Escola Superior de Hotelaria e Turismo,1,0,55,30
127,L227,Inteligência Artificial e Ciência de Dados,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,101,18
128,A013,Finanças (ensino em inglês),1517,Universidade de Lisboa,Instituto Superior de Economia e Gestão,0,0,327,32
129,9020,Ciência Política e Relações Internacionais,902,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0,0,944,99
130,L153,Engenharia de Redes e Sistemas de Computadores,3163,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,0,0,81,14
131,8005,Marketing,3011,Universidade de Aveiro,Instituto Superior de Contabilidade e Administração de Aveiro,1,0,83,20
132,9242,Solicitadoria,3138,Instituto Politécnico do Porto,Escola Superior de Tecnologia e Gestão,0,0,374,38
133,8464,Gestão da Distribuição e Logística,3164,Instituto Politécnico de Viana do Castelo,Escola Superior de Ciências Empresariais,0,0,88,29
134,9205,Marketing,3045,Instituto Politécnico de Bragança,"Escola Superior de Comunicação, Administração e Turismo de Mirandela",0,0,239,40
135,9455,Engenharia Biomédica,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,617,102
136,9652,Comunicação e Relações Públicas,150,Universidade dos Açores,Faculdade de Ciências Sociais e Humanas,0,0,127,41
137,9015,Bioquímica,203,Universidade do Algarve,Faculdade de Ciências e Tecnologia,0,0,181,22
138,L259,Biologia e Biotecnologia Alimentar,3141,Instituto Politécnico de Santarém,Escola Superior Agrária de Santarém,0,0,63,19
139,9861,Saúde Ambiental,7220,Instituto Politécnico de Lisboa,Escola Superior de Tecnologia da Saúde de Lisboa,0,0,167,29
140,8149,Dietética e Nutrição,7220,Instituto Politécnico de Lisboa,Escola Superior de Tecnologia da Saúde de Lisboa,0,0,284,46
141,9165,Gestão e Administração Pública,3045,Instituto Politécnico de Bragança,"Escola Superior de Comunicação, Administração e Turismo de Mirandela",0,0,112,32
142,9089,Engenharia Civil,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,577,138
143,L239,Engenharia de Minas e Recursos Energéticos,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,98,17
144,9121,Engenharia Informática e de Computadores,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,905,184
145,9140,Finanças,3011,Universidade de Aveiro,Instituto Superior de Contabilidade e Administração de Aveiro,0,0,226,20
146,8015,Solicitadoria,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,1,0,65,23
147,L130,Educação Ambiental e Turismo de Natureza,3142,Instituto Politécnico de Santarém,Escola Superior de Educação de Santarém,0,0,45,9
148,9011,Biologia,160,Universidade dos Açores,Faculdade de Ciências e Tecnologia,0,0,132,28
149,9494,Ciências Farmacêuticas,203,Universidade do Algarve,Faculdade de Ciências e Tecnologia,0,0,310,50
150,9181,História,150,Universidade dos Açores,Faculdade de Ciências Sociais e Humanas,0,0,117,20
151,8411,Planeamento e Gestão do Território,1514,Universidade de Lisboa,Instituto de Geografia e Ordenamento do Território,0,0,264,48
152,9205,Marketing,3011,Universidade de Aveiro,Instituto Superior de Contabilidade e Administração de Aveiro,0,0,395,33
153,9853,Educação Básica,150,Universidade dos Açores,Faculdade de Ciências Sociais e Humanas,0,0,78,22
154,9219,Psicologia,150,Universidade dos Açores,Faculdade de Ciências Sociais e Humanas,0,0,272,33
155,9163,Gestão do Lazer e Animação Turística,7110,Escola Superior de Hotelaria e Turismo do Estoril,D,0,0,227,45
156,8419,Agronomia,3141,Instituto Politécnico de Santarém,Escola Superior Agrária de Santarém,1,0,3,1
157,9177,Gestão Turística,7110,Escola Superior de Hotelaria e Turismo do Estoril,D,0,0,317,62
158,L207,Turismo e Gestão do Património Cultural,3241,Instituto Politécnico de Tomar,Escola Superior de Gestão de Tomar,0,0,48,12
159,9474,Engenharia Biológica,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,325,61
160,9498,Contabilidade e Fiscalidade,3143,Instituto Politécnico de Santarém,Escola Superior de Gestão e Tecnologia de Santarém,0,0,149,44
161,9026,Ciências da Educação,1308,Universidade da Madeira,Faculdade de Ciências Sociais,0,0,129,29
162,9123,Engenharia Mecânica,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,929,160
163,L158,Design de Comunicação e Audiovisual,3055,Instituto Politécnico de Castelo Branco,Escola Superior de Artes Aplicadas,0,0,229,61
164,9994,Gestão de Empresas,3143,Instituto Politécnico de Santarém,Escola Superior de Gestão e Tecnologia de Santarém,1,0,54,14
165,9003,Agronomia,203,Universidade do Algarve,Faculdade de Ciências e Tecnologia,0,0,52,17
166,9254,Turismo,3045,Instituto Politécnico de Bragança,"Escola Superior de Comunicação, Administração e Turismo de Mirandela",0,0,78,15
167,L093,Biotecnologia Alimentar,3051,Instituto Politécnico de Castelo Branco,Escola Superior Agrária de Castelo Branco,0,0,15,4
168,9081,Economia,503,Universidade de Coimbra,Faculdade de Economia,0,0,758,151
169,9147,Gestão,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,0,0,536,106
170,9003,Agronomia,3051,Instituto Politécnico de Castelo Branco,Escola Superior Agrária de Castelo Branco,0,0,31,6
171,9185,Informática,160,Universidade dos Açores,Faculdade de Ciências e Tecnologia,0,0,37,21
172,9548,Medicina Dentária,1113,Universidade do Porto,Faculdade de Medicina Dentária,0,0,521,66
173,L233,Engenharia Física Tecnológica,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,430,112
174,9081,Economia,1308,Universidade da Madeira,Faculdade de Ciências Sociais,0,0,69,29
175,9254,Turismo,3163,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,0,0,156,55
176,9549,Farmácia,7220,Instituto Politécnico de Lisboa,Escola Superior de Tecnologia da Saúde de Lisboa,0,0,433,54
177,9240,Sociologia,150,Universidade dos Açores,Faculdade de Ciências Sociais e Humanas,0,0,106,29
178,9548,Medicina Dentária,506,Universidade de Coimbra,Faculdade de Medicina,0,0,546,60
179,L209,Engenharia Eletrotécnica e de Computadores,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,888,220
180,L067,Fisiologia Clínica,7220,Instituto Politécnico de Lisboa,Escola Superior de Tecnologia da Saúde de Lisboa,0,0,244,43
181,9143,Geografia,1514,Universidade de Lisboa,Instituto de Geografia e Ordenamento do Território,0,0,392,107
182,9725,Design de Interiores e Equipamento,3055,Instituto Politécnico de Castelo Branco,Escola Superior de Artes Aplicadas,0,0,280,45
183,L123,Gestão Marinha e Costeira,203,Universidade do Algarve,Faculdade de Ciências e Tecnologia,0,0,90,26
184,9087,Engenharia Alimentar,3163,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,0,0,4,1
185,L221,Engenharia Aeroespacial,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,599,136
186,9690,Biomecânica,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,0,0,82,25
187,9869,Contabilidade,3011,Universidade de Aveiro,Instituto Superior de Contabilidade e Administração de Aveiro,1,0,79,21
188,9242,Solicitadoria,3045,Instituto Politécnico de Bragança,"Escola Superior de Comunicação, Administração e Turismo de Mirandela",0,0,254,59
189,9209,Matemática,1307,Universidade da Madeira,Faculdade de Ciências Exatas e da Engenharia,0,0,35,11
190,9056,Contabilidade,3011,Universidade de Aveiro,Instituto Superior de Contabilidade e Administração de Aveiro,0,0,482,95
191,9888,Finanças,3011,Universidade de Aveiro,Instituto Superior de Contabilidade e Administração de Aveiro,1,0,75,20
192,9648,Engenharia da Energia e do Ambiente,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,0,0,19,3
193,8407,Engenharia da Computação Gráfica e Multimédia,3163,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,0,0,48,12
194,9345,Matemática Aplicada e Computação,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,521,68
195,9723,Design de Ambientes,3163,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,0,0,176,28
196,9056,Contabilidade,3241,Instituto Politécnico de Tomar,Escola Superior de Gestão de Tomar,0,0,65,10
197,L080,Qualidade Alimentar e Nutrição Humana,3141,Instituto Politécnico de Santarém,Escola Superior Agrária de Santarém,0,0,44,14
198,L208,Engenharia de Computadores,1307,Universidade da Madeira,Faculdade de Ciências Exatas e da Engenharia,0,0,19,0
199,9076,Direção e Gestão Hoteleira,7110,Escola Superior de Hotelaria e Turismo do Estoril,D,0,0,323,63
200,9119,Engenharia Informática,3138,Instituto Politécnico do Porto,Escola Superior de Tecnologia e Gestão,0,0,417,68
201,9500,Enfermagem,7001,Escola Superior de Enfermagem de Coimbra,D,0,0,1092,311
202,9726,Design de Moda e Têxtil,3055,Instituto Politécnico de Castelo Branco,Escola Superior de Artes Aplicadas,0,0,247,44
203,9089,Engenharia Civil,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,0,0,27,6
204,9205,Marketing,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,0,0,296,50
205,9996,Gestão Turística,7110,Escola Superior de Hotelaria e Turismo do Estoril,D,1,0,167,40
206,9736,Educação Física e Desporto,1308,Universidade da Madeira,Faculdade de Ciências Sociais,0,0,171,31
207,9125,Engenharia Química,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,407,75
208,9995,Gestão do Lazer e Animação Turística,7110,Escola Superior de Hotelaria e Turismo do Estoril,D,1,0,108,39
209,L161,Ortóptica e Ciências da Visão,7220,Instituto Politécnico de Lisboa,Escola Superior de Tecnologia da Saúde de Lisboa,0,0,209,36
210,9119,Engenharia Informática,1307,Universidade da Madeira,Faculdade de Ciências Exatas e da Engenharia,0,0,147,90
211,9242,Solicitadoria,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,0,0,325,62
212,9885,Engenharia Informática,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,1,0,101,26
213,9015,Bioquímica,1307,Universidade da Madeira,Faculdade de Ciências Exatas e da Engenharia,0,0,41,22
214,L162,Engenharia Naval e Oceânica,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,290,30
215,8524,Proteção Civil e Gestão de Riscos,160,Universidade dos Açores,Faculdade de Ciências e Tecnologia,0,0,37,11
216,L266,Engenharia Eletrotécnica e de Computadores,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,0,1,6,1
217,9156,Gestão de Marketing,3143,Instituto Politécnico de Santarém,Escola Superior de Gestão e Tecnologia de Santarém,0,0,258,57
218,8258,Arquitetura Paisagista,203,Universidade do Algarve,Faculdade de Ciências e Tecnologia,0,0,99,21
219,A014,Jogos Digitais e Multimédia (ensino em inglês),3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,0,0,156,67
220,L068,Ciências Biomédicas Laboratoriais,7220,Instituto Politécnico de Lisboa,Escola Superior de Tecnologia da Saúde de Lisboa,0,0,495,61
221,9785,Negócios Internacionais,3143,Instituto Politécnico de Santarém,Escola Superior de Gestão e Tecnologia de Santarém,0,0,135,45
222,9090,Engenharia Civil,3154,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia do Barreiro,0,1,1,0
223,L261,Gastronomia e Artes Culinárias,3163,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,0,0,46,11
224,9147,Gestão,1308,Universidade da Madeira,Faculdade de Ciências Sociais,0,0,204,55
225,9002,Administração Pública,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,0,0,203,29
226,9217,Produção Alimentar em Restauração,7110,Escola Superior de Hotelaria e Turismo do Estoril,D,0,0,112,41
227,9135,Estudos Europeus,150,Universidade dos Açores,Faculdade de Ciências Sociais e Humanas,0,0,72,17
228,9119,Engenharia Informática,203,Universidade do Algarve,Faculdade de Ciências e Tecnologia,0,0,213,82
229,8011,Produção Alimentar em Restauração,7110,Escola Superior de Hotelaria e Turismo do Estoril,D,1,0,36,12
230,9119,Engenharia Informática,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,0,0,387,128
231,9991,Gestão,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,1,0,90,26
232,9003,Agronomia,3141,Instituto Politécnico de Santarém,Escola Superior Agrária de Santarém,0,0,82,15
233,9078,Direito,1114,Universidade do Porto,Faculdade de Direito,0,0,1452,156
234,9210,Matemática Aplicada à Economia e à Gestão,203,Universidade do Algarve,Faculdade de Ciências e Tecnologia,0,0,91,15
235,9853,Educação Básica,3142,Instituto Politécnico de Santarém,Escola Superior de Educação de Santarém,0,0,230,47
236,9011,Biologia,203,Universidade do Algarve,Faculdade de Ciências e Tecnologia,0,0,264,42
237,9123,Engenharia Mecânica,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,0,0,133,32
238,9013,Biologia Marinha,203,Universidade do Algarve,Faculdade de Ciências e Tecnologia,0,0,369,64
